Paper_ID,Cat_ID,SubCat_ID,Risk_ID,Domain,Sub-domain,num. combined evidences,Category level,Risk category,Risk subcategory,Description,Additional ev.
45.0,2.0,10.0,45.02.10,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale",0,Risk Sub-Category,Safety risks in AI Applications ,Cognitive risks (Risks of usage in launching cognitive warfare),"AI can be used to make and spread fake news, images, audio, and videos; propagate content of terrorism, extremism, and organized crimes; interfere in the internal affairs of other countries, social systems, and social order; and jeopardize the sovereignty of other countries.",[]
45.0,2.0,11.0,45.02.11,6. Socioeconomic and Environmental,6.2 > Increased inequality and decline in employment quality,0,Risk Sub-Category,Safety risks in AI Applications ,"Ethical Risks (Risks of exacerbating social discrimination and prejudice, and widening the intelligence divide)","AI can be used to collect and analyze human behaviors, social status, economic status, and individual personalities, labeling and categorizing groups of people to treat them discriminatingly, thus causing systematic and structural social discrimination and prejudice. At the same time, the intelligence divide would be expanded among regions.",[]
45.0,2.0,12.0,45.02.12,5. Human-Computer Interaction,5.2 > Loss of human agency and autonomy,0,Risk Sub-Category,Safety risks in AI Applications ,Ethical Risks (Risks of challenging traditional social order),"The development and application of AI may lead to tremendous changes in production tools and relations, accelerating the reconstruction of traditional industry modes, transforming traditional views on employment, fertility, and education, and bringing challenges to the stable performance of traditional social order.",[]
45.0,2.0,13.0,45.02.13,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values,0,Risk Sub-Category,Safety risks in AI Applications ,Ethical Risks (Risks of AI becoming uncontrollable in the future),"With the fast development of AI technologies, there is a risk of AI autonomously acquiring external resources, conducting self-replication, become self-aware, seeking for external power, and attempting to seize control from humans.",[]
46.0,1.0,1.0,46.01.01,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation",0,Risk Sub-Category,Personal Loss and Identity Theft ,Deception - Synthetic identities,"GenAI can produce images of people that look very real, as if they could be seen on platforms like Facebook, Twitter, or Tinder. Although these individuals do not exist in reality, these synthetic identities are already being used in malicious activities (see Table 1D).",[]
46.0,1.0,2.0,46.01.02,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation",0,Risk Sub-Category,Personal Loss and Identity Theft ,Propaganda - Digital impersonations,AI-generated impersonation for identity theft might be found at the intersection of “Harm to the Person” and “Deception.”,[]
46.0,1.0,3.0,46.01.03,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation",0,Risk Sub-Category,Personal Loss and Identity Theft ,Dishonesty - Targeted harassment ,"LLMs can be deployed to target individuals online, sending them personalized and harmful messages at scale",[]
47.0,1.0,1.0,47.01.01,"7. AI System Safety, Failures, & Limitations",7.3 > Lack of capability or robustness,1,Risk Sub-Category,Technical and operational risks ,Technical vulnerabilities (Robustness - unexpected behaviour) ,"There is no assurance that generative AI models will consistently behave as their developers and users intend. Unwanted content is not necessarily due to intentional adversarial behavior. Generative AI models can unexpectedly produce potentially harmful content, including materials that are racist, discriminatory, or sexually explicit, or that promote violence, terrorism, or hate.","['For instance, in February 2024, ChatGPT experienced a notable incident in which the model began generating nonsensical responses. For example, a simple question like, “What is a computer?” led ChatGPT to switch to Spanglish or generate incoherent phrases in the responses.227']"
47.0,1.0,2.0,47.01.02,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks,1,Risk Sub-Category,Technical and operational risks ,Technical vulnerabilities (Robustness - vulnerability to jailbreaking ,"Individuals can manipulate models into performing actions that violate the model’s usage restrictions—a phenomenon known as “jailbreaking.” These manipulations may result in causing the model to perform tasks that the developers have explicitly prohibited (see section 3.2.1.). For instance, users may ask the model to provide information on how to conduct illegal activities— asking for detailed instructions on how to build a bomb or create highly toxic drugs.","['Common forms of malicious attacks231 include: • inputting carefully crafted prompts that are able to navigate around a model’s safeguards,232 • extracting training data (especially sensitive information), • backdooring (negating normal authentication procedures to gain unauthorized access to a system), • data poisoning (intentionally compromising a training dataset to manipulate the operation of a model (see below section 3.1.2.B.3.)), and • exfiltration (the theft or unauthorized removal or movement of data).233']"
47.0,1.0,3.0,47.01.03,"7. AI System Safety, Failures, & Limitations",7.1 > AI pursuing its own goals in conflict with human goals or values,1,Risk Sub-Category,Technical and operational risks ,Technical vulnerabilities (The risk of misalignment) ,"To assess whether an AI model is reliable or robust, it is crucial to consider whether the model is “aligned.” “Alignment” focuses on whether an AI model effectively operates in accordance with the goals established by its designers.238 A misaligned AI model may pursue some objectives, but not the intended ones. Therefore, misaligned AI models can malfunction and cause harm.","['Aligning an AI model poses significant challenges for developers due to the difficulty in specifying a comprehensive range of desired and undesired behaviors. Additionally, AI models can identify loopholes that allow them to achieve the specified objective efficiently but in unintended and potentially harmful ways.240 They may develop unwanted instrumental strategies, such as seeking power, as these strategies can help them achieve their specified objectives']"
47.0,1.0,4.0,47.01.04,3. Misinformation,3.1 > False or misleading information,1,Risk Sub-Category,Technical and operational risks ,Factually incorrect content (inaccuracies and fabricated sources) ,"One of the most vexing problems associated with AI models is that they occasionally present false information as if it is factual—often with authoritative-sounding text and fabricated quotes and sources. This unpredictable phenomenon of generating false information is well known to AI researchers, who have termed such erroneous output with the euphemistic label “hallucination.”","['The relative harm of false or misleading information can vary dramatically. Bad advice in response to a culinary query might lead to an unenjoyable meal or upset stomach, while erroneous responses to a medical question could have catastrophic consequences.']"
